Options:
Model:                           MultiState
Tree File Name:                  _tree_anura_bt.nex
Data File Name:                  _dat_anura.txt
Log File Name:                   anura_rjhp_cov_r2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            4024934384
Precision:                       64 bits
Cores:                           10
Analysis Type:                   MCMC
Sample Period:                   5000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   anura_rjhp_cov_r2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     20
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               A,D,S,T,V
Using a covarion model:          True
Normalise Q Matrix:              False
Scale Tree:                      0.001000
Restrictions:
    qAD                          RJ MCMC
    qAS                          RJ MCMC
    qAT                          RJ MCMC
    qAV                          RJ MCMC
    qDA                          RJ MCMC
    qDS                          RJ MCMC
    qDT                          RJ MCMC
    qDV                          RJ MCMC
    qSA                          RJ MCMC
    qSD                          RJ MCMC
    qST                          RJ MCMC
    qSV                          RJ MCMC
    qTA                          RJ MCMC
    qTD                          RJ MCMC
    qTS                          RJ MCMC
    qTV                          RJ MCMC
    qVA                          qAV
    qVD                          qDV
    qVS                          qSV
    qVT                          qTV
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
        CVSwichRate - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       3416
     Sites:                      1
     States:                     10
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	qAD	qAS	qAT	qAV	qDA	qDS	qDT	qDV	qSA	qSD	qST	qSV	qTA	qTD	qTS	qTV	qVA	qVD	qVS	qVT	Covar On to Off	 Covar Off to On	Root P(A)	Root P(D)	Root P(S)	Root P(T)	Root P(V)	RJRates - Mean	
325000	-689.852561	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 1 	0.800597	22.757235	0.800597	0.800597	0.000000	0.800597	0.000000	0.000000	0.800597	0.800597	0.800597	0.000000	0.800597	0.000000	0.800597	0.800597	0.800597	0.000000	0.000000	0.800597	4.785720	4.785720	0.999989	0.000000	0.000003	0.000006	0.000001	80.822669	
330000	-686.886393	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.970646	17.627832	0.970646	0.970646	0.000000	0.970646	0.000000	0.000000	0.970646	0.970646	0.970646	0.000000	0.000000	0.000000	0.970646	0.000000	0.970646	0.000000	0.000000	0.000000	5.465832	5.465832	0.999991	0.000000	0.000007	0.000000	0.000002	91.169395	
335000	-694.171388	1	2	6	'1 0 1 1 1 1 Z Z 1 1 1 Z Z Z 1 Z 	0.790911	15.525974	0.790911	0.790911	0.790911	0.790911	0.000000	0.000000	0.790911	0.790911	0.790911	0.000000	0.000000	0.000000	0.790911	0.000000	0.790911	0.000000	0.000000	0.000000	6.926202	6.926202	0.999986	0.000003	0.000009	0.000000	0.000002	99.428457	
340000	-686.994709	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.807874	15.651552	0.807874	0.807874	0.000000	0.807874	0.000000	0.000000	0.807874	0.807874	0.807874	0.000000	0.000000	0.000000	0.807874	0.000000	0.807874	0.000000	0.000000	0.000000	4.889912	4.889912	0.999994	0.000000	0.000005	0.000000	0.000001	99.370980	
345000	-687.995255	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 1 	0.911131	15.496733	0.911131	0.911131	0.000000	0.911131	0.000000	0.000000	0.911131	0.911131	0.911131	0.000000	0.000000	0.911131	0.911131	0.911131	0.911131	0.000000	0.000000	0.911131	5.327124	5.327124	0.999990	0.000000	0.000007	0.000000	0.000003	31.551082	
350000	-692.044019	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 Z 1 Z 	1.353955	35.329139	1.353955	1.353955	0.000000	1.353955	0.000000	0.000000	1.353955	0.000000	1.353955	0.000000	1.353955	0.000000	1.353955	0.000000	1.353955	0.000000	0.000000	0.000000	3.388172	3.388172	0.999987	0.000000	0.000005	0.000007	0.000001	43.374966	
355000	-689.137629	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.889980	13.921836	0.889980	0.889980	0.000000	0.889980	0.000000	0.000000	0.889980	0.889980	0.889980	0.000000	0.889980	0.889980	0.889980	0.889980	0.889980	0.000000	0.000000	0.889980	5.478452	5.478452	0.999974	0.000000	0.000009	0.000013	0.000004	91.777074	
360000	-687.490454	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.937281	16.740741	0.937281	0.937281	0.000000	0.937281	0.000000	0.000000	0.937281	0.937281	0.937281	0.000000	0.000000	0.000000	0.937281	0.000000	0.937281	0.000000	0.000000	0.000000	6.040177	6.040177	0.999990	0.000000	0.000008	0.000000	0.000002	71.261903	
365000	-687.816930	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.856362	17.576166	0.856362	0.856362	0.000000	0.856362	0.000000	0.000000	0.856362	0.856362	0.856362	0.000000	0.000000	0.000000	0.856362	0.000000	0.856362	0.000000	0.000000	0.000000	6.026686	6.026686	0.999992	0.000000	0.000007	0.000000	0.000002	36.209819	
370000	-688.335227	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.748787	14.027772	0.748787	0.748787	0.000000	0.748787	0.000000	0.000000	0.748787	0.748787	0.748787	0.000000	0.748787	0.748787	0.748787	0.000000	0.748787	0.000000	0.000000	0.000000	5.160963	5.160963	0.999982	0.000000	0.000006	0.000010	0.000001	29.156466	
375000	-690.058621	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z Z 1 1 	1.052036	25.293402	1.052036	1.052036	0.000000	1.052036	0.000000	0.000000	1.052036	0.000000	1.052036	0.000000	0.000000	0.000000	1.052036	1.052036	1.052036	0.000000	0.000000	1.052036	4.009168	4.009168	0.999994	0.000000	0.000004	0.000000	0.000001	59.652075	
380000	-688.677476	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	1.247455	18.881110	1.247455	1.247455	0.000000	1.247455	0.000000	0.000000	1.247455	1.247455	1.247455	0.000000	0.000000	0.000000	1.247455	0.000000	1.247455	0.000000	0.000000	0.000000	4.431375	4.431375	0.999991	0.000000	0.000007	0.000000	0.000002	53.102442	
385000	-695.355931	1	2	3	'1 0 1 1 1 1 Z Z 1 1 1 Z 1 1 1 1 	0.785496	11.405348	0.785496	0.785496	0.785496	0.785496	0.000000	0.000000	0.785496	0.785496	0.785496	0.000000	0.785496	0.785496	0.785496	0.785496	0.785496	0.000000	0.000000	0.785496	4.779535	4.779535	0.999973	0.000003	0.000009	0.000013	0.000003	19.857542	
390000	-688.077492	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.798431	19.157254	0.798431	0.798431	0.000000	0.798431	0.000000	0.000000	0.798431	0.798431	0.798431	0.000000	0.798431	0.000000	0.798431	0.000000	0.798431	0.000000	0.000000	0.000000	4.449915	4.449915	0.999988	0.000000	0.000004	0.000007	0.000001	7.578544	
395000	-689.100633	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.816959	13.774888	0.816959	0.816959	0.000000	0.816959	0.000000	0.000000	0.816959	0.816959	0.816959	0.000000	0.816959	0.000000	0.816959	0.000000	0.816959	0.000000	0.000000	0.000000	6.618825	6.618825	0.999968	0.000000	0.000011	0.000019	0.000002	39.972139	
400000	-689.266048	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z 1 1 1 	1.171279	17.770202	1.171279	1.171279	0.000000	1.171279	0.000000	0.000000	1.171279	0.000000	1.171279	0.000000	0.000000	1.171279	1.171279	1.171279	1.171279	0.000000	0.000000	1.171279	5.232762	5.232762	0.999986	0.000000	0.000010	0.000000	0.000004	88.767343	
405000	-687.645574	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.871639	16.160854	0.871639	0.871639	0.000000	0.871639	0.000000	0.000000	0.871639	0.871639	0.871639	0.000000	0.871639	0.871639	0.871639	0.000000	0.871639	0.000000	0.000000	0.000000	4.940226	4.940226	0.999982	0.000000	0.000006	0.000010	0.000001	55.968267	
410000	-686.965892	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.852996	15.785199	0.852996	0.852996	0.000000	0.852996	0.000000	0.000000	0.852996	0.852996	0.852996	0.000000	0.000000	0.000000	0.852996	0.000000	0.852996	0.000000	0.000000	0.000000	4.597833	4.597833	0.999994	0.000000	0.000005	0.000000	0.000001	84.365405	
415000	-690.226149	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.688768	15.725692	0.688768	0.688768	0.000000	0.688768	0.000000	0.000000	0.688768	0.688768	0.688768	0.000000	0.688768	0.688768	0.688768	0.000000	0.688768	0.000000	0.000000	0.000000	6.461832	6.461832	0.999982	0.000000	0.000006	0.000010	0.000001	32.333310	
420000	-689.022058	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z 1 1 1 	1.160877	25.270062	1.160877	1.160877	0.000000	1.160877	0.000000	0.000000	1.160877	0.000000	1.160877	0.000000	0.000000	1.160877	1.160877	1.160877	1.160877	0.000000	0.000000	1.160877	4.122575	4.122575	0.999993	0.000000	0.000005	0.000000	0.000002	77.212874	
425000	-691.791106	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.768635	8.962855	0.768635	0.768635	0.000000	0.768635	0.000000	0.000000	0.768635	0.768635	0.768635	0.000000	0.768635	0.768635	0.768635	0.768635	0.768635	0.000000	0.000000	0.768635	7.330286	7.330286	0.999933	0.000000	0.000025	0.000034	0.000008	87.210654	
430000	-692.069036	1	2	5	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 1 1 1 	1.172074	32.542129	1.172074	1.172074	0.000000	1.172074	0.000000	0.000000	1.172074	0.000000	1.172074	0.000000	1.172074	1.172074	1.172074	1.172074	1.172074	0.000000	0.000000	1.172074	3.795937	3.795937	0.999990	0.000000	0.000004	0.000005	0.000002	91.589011	
435000	-688.391375	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 1 	1.040984	18.295819	1.040984	1.040984	0.000000	1.040984	0.000000	0.000000	1.040984	1.040984	1.040984	0.000000	0.000000	0.000000	1.040984	1.040984	1.040984	0.000000	0.000000	1.040984	4.479183	4.479183	0.999992	0.000000	0.000006	0.000000	0.000002	97.412587	
440000	-687.864993	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z 1 1 Z 	1.110519	21.937074	1.110519	1.110519	0.000000	1.110519	0.000000	0.000000	1.110519	0.000000	1.110519	0.000000	0.000000	1.110519	1.110519	0.000000	1.110519	0.000000	0.000000	0.000000	5.078778	5.078778	0.999991	0.000000	0.000007	0.000000	0.000002	50.107725	
445000	-694.499947	1	2	8	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 Z Z Z 	1.186858	28.432516	1.186858	1.186858	0.000000	1.186858	0.000000	0.000000	1.186858	0.000000	1.186858	0.000000	1.186858	0.000000	0.000000	0.000000	1.186858	0.000000	0.000000	0.000000	5.716550	5.716550	0.999985	0.000000	0.000008	0.000006	0.000002	51.569577	
450000	-690.121532	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.962503	10.772911	0.962503	0.962503	0.000000	0.962503	0.000000	0.000000	0.962503	0.962503	0.962503	0.000000	0.000000	0.000000	0.962503	0.000000	0.962503	0.000000	0.000000	0.000000	7.607402	7.607402	0.999972	0.000000	0.000023	0.000000	0.000005	24.315007	
455000	-692.403272	1	2	4	'1 0 1 1 Z 1 1 Z 1 1 1 Z 1 1 1 Z 	0.776760	15.868551	0.776760	0.776760	0.000000	0.776760	0.776760	0.000000	0.776760	0.776760	0.776760	0.000000	0.776760	0.776760	0.776760	0.000000	0.776760	0.000000	0.000000	0.000000	5.284275	5.284275	0.999984	0.000000	0.000006	0.000009	0.000001	6.068135	
460000	-688.118225	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.970092	12.027406	0.970092	0.970092	0.000000	0.970092	0.000000	0.000000	0.970092	0.970092	0.970092	0.000000	0.000000	0.000000	0.970092	0.000000	0.970092	0.000000	0.000000	0.000000	5.295888	5.295888	0.999986	0.000000	0.000011	0.000000	0.000003	22.667405	
465000	-696.180837	1	2	4	'1 0 1 Z Z 1 Z 1 1 1 1 Z 1 1 1 1 	0.868523	10.943935	0.868523	0.000000	0.000000	0.868523	0.000000	0.868523	0.868523	0.868523	0.868523	0.000000	0.868523	0.868523	0.868523	0.868523	0.000000	0.868523	0.000000	0.868523	6.397826	6.397826	0.999961	0.000000	0.000017	0.000022	0.000000	39.918590	
470000	-691.542475	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 1 1 Z 	1.551626	26.823993	1.551626	1.551626	0.000000	1.551626	0.000000	0.000000	1.551626	0.000000	1.551626	0.000000	1.551626	1.551626	1.551626	0.000000	1.551626	0.000000	0.000000	0.000000	5.328622	5.328622	0.999969	0.000000	0.000013	0.000015	0.000003	29.108844	
475000	-689.106619	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	1.156174	20.796204	1.156174	1.156174	0.000000	1.156174	0.000000	0.000000	1.156174	1.156174	1.156174	0.000000	1.156174	0.000000	1.156174	0.000000	1.156174	0.000000	0.000000	0.000000	5.148444	5.148444	0.999974	0.000000	0.000008	0.000015	0.000002	89.075926	
480000	-689.639909	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 1 	0.998018	14.264113	0.998018	0.998018	0.000000	0.998018	0.000000	0.000000	0.998018	0.998018	0.998018	0.000000	0.000000	0.000000	0.998018	0.998018	0.998018	0.000000	0.000000	0.998018	6.635819	6.635819	0.999983	0.000000	0.000013	0.000000	0.000005	66.906169	
485000	-688.601032	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.782109	20.657711	0.782109	0.782109	0.000000	0.782109	0.000000	0.000000	0.782109	0.782109	0.782109	0.000000	0.000000	0.000000	0.782109	0.000000	0.782109	0.000000	0.000000	0.000000	5.604223	5.604223	0.999995	0.000000	0.000004	0.000000	0.000001	39.595871	
490000	-688.518888	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.823909	12.329550	0.823909	0.823909	0.000000	0.823909	0.000000	0.000000	0.823909	0.823909	0.823909	0.000000	0.823909	0.823909	0.823909	0.000000	0.823909	0.000000	0.000000	0.000000	5.457543	5.457543	0.999973	0.000000	0.000010	0.000015	0.000002	54.576841	
495000	-688.993828	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 1 	1.087886	16.892531	1.087886	1.087886	0.000000	1.087886	0.000000	0.000000	1.087886	1.087886	1.087886	0.000000	0.000000	0.000000	1.087886	1.087886	1.087886	0.000000	0.000000	1.087886	5.691045	5.691045	0.999987	0.000000	0.000009	0.000000	0.000004	47.205620	
500000	-688.768492	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	1.096461	20.293433	1.096461	1.096461	0.000000	1.096461	0.000000	0.000000	1.096461	1.096461	1.096461	0.000000	1.096461	1.096461	1.096461	0.000000	1.096461	0.000000	0.000000	0.000000	4.896585	4.896585	0.999980	0.000000	0.000007	0.000011	0.000002	82.045916	
505000	-692.370311	1	2	5	'1 0 1 1 1 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.806856	20.389658	0.806856	0.806856	0.806856	0.806856	0.000000	0.000000	0.806856	0.806856	0.806856	0.000000	0.806856	0.000000	0.806856	0.000000	0.806856	0.000000	0.000000	0.000000	4.653103	4.653103	0.999986	0.000001	0.000004	0.000008	0.000001	95.894470	
510000	-688.686500	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	1.151552	23.710988	1.151552	1.151552	0.000000	1.151552	0.000000	0.000000	1.151552	1.151552	1.151552	0.000000	0.000000	1.151552	1.151552	0.000000	1.151552	0.000000	0.000000	0.000000	4.250936	4.250936	0.999994	0.000000	0.000005	0.000000	0.000001	85.635820	
515000	-688.308202	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 1 	0.821583	16.601820	0.821583	0.821583	0.000000	0.821583	0.000000	0.000000	0.821583	0.821583	0.821583	0.000000	0.000000	0.000000	0.821583	0.821583	0.821583	0.000000	0.000000	0.821583	5.653605	5.653605	0.999992	0.000000	0.000006	0.000000	0.000002	98.073531	
520000	-688.476869	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	1.090130	24.555033	1.090130	1.090130	0.000000	1.090130	0.000000	0.000000	1.090130	1.090130	1.090130	0.000000	0.000000	1.090130	1.090130	0.000000	1.090130	0.000000	0.000000	0.000000	4.760907	4.760907	0.999994	0.000000	0.000005	0.000000	0.000001	93.750414	
525000	-688.821767	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	1.111711	20.022702	1.111711	1.111711	0.000000	1.111711	0.000000	0.000000	1.111711	1.111711	1.111711	0.000000	1.111711	0.000000	1.111711	0.000000	1.111711	0.000000	0.000000	0.000000	5.336480	5.336480	0.999974	0.000000	0.000009	0.000016	0.000002	91.933018	
530000	-689.571142	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.883863	12.665926	0.883863	0.883863	0.000000	0.883863	0.000000	0.000000	0.883863	0.883863	0.883863	0.000000	0.883863	0.883863	0.883863	0.883863	0.883863	0.000000	0.000000	0.883863	5.884501	5.884501	0.999968	0.000000	0.000011	0.000016	0.000004	80.277515	
535000	-689.966330	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.666041	10.648204	0.666041	0.666041	0.000000	0.666041	0.000000	0.000000	0.666041	0.666041	0.666041	0.000000	0.000000	0.000000	0.666041	0.000000	0.666041	0.000000	0.000000	0.000000	6.553268	6.553268	0.999988	0.000000	0.000010	0.000000	0.000002	27.782202	
540000	-688.212023	1	2	8	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z Z 1 Z 	1.358373	18.328978	1.358373	1.358373	0.000000	1.358373	0.000000	0.000000	1.358373	0.000000	1.358373	0.000000	0.000000	0.000000	1.358373	0.000000	1.358373	0.000000	0.000000	0.000000	5.340327	5.340327	0.999983	0.000000	0.000013	0.000000	0.000003	49.367558	
545000	-688.435248	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.702674	14.694871	0.702674	0.702674	0.000000	0.702674	0.000000	0.000000	0.702674	0.702674	0.702674	0.000000	0.000000	0.702674	0.702674	0.000000	0.702674	0.000000	0.000000	0.000000	6.025095	6.025095	0.999993	0.000000	0.000006	0.000000	0.000001	68.973917	
550000	-690.431012	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 Z Z 	0.756845	14.454576	0.756845	0.756845	0.000000	0.756845	0.000000	0.000000	0.756845	0.756845	0.756845	0.000000	0.756845	0.756845	0.000000	0.000000	0.756845	0.000000	0.000000	0.000000	5.527712	5.527712	0.999988	0.000000	0.000006	0.000004	0.000001	13.090665	
555000	-696.240598	1	2	4	'1 0 1 1 Z 1 Z 1 1 1 1 Z Z 1 1 1 	0.725872	10.787334	0.725872	0.725872	0.000000	0.725872	0.000000	0.725872	0.725872	0.725872	0.725872	0.000000	0.000000	0.725872	0.725872	0.725872	0.725872	0.725872	0.000000	0.725872	4.393717	4.393717	0.999991	0.000000	0.000007	0.000000	0.000002	73.727890	
560000	-689.621793	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	1.112564	23.750894	1.112564	1.112564	0.000000	1.112564	0.000000	0.000000	1.112564	1.112564	1.112564	0.000000	0.000000	1.112564	1.112564	0.000000	1.112564	0.000000	0.000000	0.000000	5.547900	5.547900	0.999992	0.000000	0.000006	0.000000	0.000002	99.759961	
565000	-688.818822	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 1 1 Z 	1.402564	24.711206	1.402564	1.402564	0.000000	1.402564	0.000000	0.000000	1.402564	0.000000	1.402564	0.000000	1.402564	1.402564	1.402564	0.000000	1.402564	0.000000	0.000000	0.000000	4.366610	4.366610	0.999978	0.000000	0.000009	0.000011	0.000002	81.073317	
570000	-690.447571	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.692632	17.231348	0.692632	0.692632	0.000000	0.692632	0.000000	0.000000	0.692632	0.692632	0.692632	0.000000	0.692632	0.692632	0.692632	0.692632	0.692632	0.000000	0.000000	0.692632	4.114982	4.114982	0.999991	0.000000	0.000003	0.000005	0.000001	30.168132	
575000	-693.643836	1	2	4	'1 0 1 1 Z 1 Z 1 1 1 1 Z 1 1 1 Z 	0.751222	14.703589	0.751222	0.751222	0.000000	0.751222	0.000000	0.751222	0.751222	0.751222	0.751222	0.000000	0.751222	0.751222	0.751222	0.000000	0.751222	0.751222	0.000000	0.000000	4.530379	4.530379	0.999986	0.000000	0.000005	0.000008	0.000001	10.761882	
580000	-690.731385	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 Z 1 1 	1.305868	18.538720	1.305868	1.305868	0.000000	1.305868	0.000000	0.000000	1.305868	0.000000	1.305868	0.000000	1.305868	0.000000	1.305868	1.305868	1.305868	0.000000	0.000000	1.305868	5.119831	5.119831	0.999963	0.000000	0.000014	0.000017	0.000006	13.190400	
585000	-690.294359	1	2	5	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 1 1 1 	1.075184	17.820979	1.075184	1.075184	0.000000	1.075184	0.000000	0.000000	1.075184	0.000000	1.075184	0.000000	1.075184	1.075184	1.075184	1.075184	1.075184	0.000000	0.000000	1.075184	4.410147	4.410147	0.999979	0.000000	0.000008	0.000009	0.000003	29.894877	
590000	-692.804464	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z Z 1 1 	1.520523	33.514646	1.520523	1.520523	0.000000	1.520523	0.000000	0.000000	1.520523	0.000000	1.520523	0.000000	0.000000	0.000000	1.520523	1.520523	1.520523	0.000000	0.000000	1.520523	3.284630	3.284630	0.999993	0.000000	0.000005	0.000000	0.000002	24.173855	
595000	-687.985724	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.787682	16.746815	0.787682	0.787682	0.000000	0.787682	0.000000	0.000000	0.787682	0.787682	0.787682	0.000000	0.787682	0.787682	0.787682	0.000000	0.787682	0.000000	0.000000	0.000000	4.627369	4.627369	0.999987	0.000000	0.000005	0.000008	0.000001	48.280667	
600000	-687.369276	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.962028	13.538077	0.962028	0.962028	0.000000	0.962028	0.000000	0.000000	0.962028	0.962028	0.962028	0.000000	0.000000	0.000000	0.962028	0.000000	0.962028	0.000000	0.000000	0.000000	5.056629	5.056629	0.999989	0.000000	0.000009	0.000000	0.000002	7.166668	
605000	-692.810365	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 Z Z 	0.811932	11.255048	0.811932	0.811932	0.000000	0.811932	0.000000	0.000000	0.811932	0.811932	0.811932	0.000000	0.811932	0.811932	0.000000	0.000000	0.811932	0.000000	0.000000	0.000000	7.543819	7.543819	0.999970	0.000000	0.000017	0.000009	0.000004	15.142672	
610000	-690.264804	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.760544	19.638234	0.760544	0.760544	0.000000	0.760544	0.000000	0.000000	0.760544	0.760544	0.760544	0.000000	0.760544	0.760544	0.760544	0.760544	0.760544	0.000000	0.000000	0.760544	3.871209	3.871209	0.999991	0.000000	0.000003	0.000004	0.000001	13.017695	
615000	-690.957695	1	2	5	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 1 1 1 	1.016902	16.092963	1.016902	1.016902	0.000000	1.016902	0.000000	0.000000	1.016902	0.000000	1.016902	0.000000	1.016902	1.016902	1.016902	1.016902	1.016902	0.000000	0.000000	1.016902	4.563259	4.563259	0.999978	0.000000	0.000009	0.000010	0.000003	6.470558	
620000	-688.298306	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.756132	17.550649	0.756132	0.756132	0.000000	0.756132	0.000000	0.000000	0.756132	0.756132	0.756132	0.000000	0.756132	0.000000	0.756132	0.000000	0.756132	0.000000	0.000000	0.000000	5.180987	5.180987	0.999985	0.000000	0.000005	0.000009	0.000001	27.026611	
625000	-690.080503	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z Z 1 1 	1.064928	16.726062	1.064928	1.064928	0.000000	1.064928	0.000000	0.000000	1.064928	0.000000	1.064928	0.000000	0.000000	0.000000	1.064928	1.064928	1.064928	0.000000	0.000000	1.064928	5.322595	5.322595	0.999987	0.000000	0.000010	0.000000	0.000003	9.359756	
630000	-693.183133	1	2	5	'1 0 1 1 1 1 Z Z 1 1 1 Z Z Z 1 1 	0.743139	17.148660	0.743139	0.743139	0.743139	0.743139	0.000000	0.000000	0.743139	0.743139	0.743139	0.000000	0.000000	0.000000	0.743139	0.743139	0.743139	0.000000	0.000000	0.743139	4.188338	4.188338	0.999994	0.000001	0.000004	0.000000	0.000001	20.065053	
635000	-690.810775	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.932269	11.002150	0.932269	0.932269	0.000000	0.932269	0.000000	0.000000	0.932269	0.932269	0.932269	0.000000	0.932269	0.932269	0.932269	0.932269	0.932269	0.000000	0.000000	0.932269	6.442619	6.442619	0.999951	0.000000	0.000018	0.000024	0.000007	2.986316	
640000	-692.093769	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 Z Z 	0.961273	13.025677	0.961273	0.961273	0.000000	0.961273	0.000000	0.000000	0.961273	0.961273	0.961273	0.000000	0.961273	0.961273	0.000000	0.000000	0.961273	0.000000	0.000000	0.000000	7.017410	7.017410	0.999971	0.000000	0.000016	0.000010	0.000004	9.722847	
645000	-689.949263	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 1 	1.064922	22.502335	1.064922	1.064922	0.000000	1.064922	0.000000	0.000000	1.064922	1.064922	1.064922	0.000000	1.064922	0.000000	1.064922	1.064922	1.064922	0.000000	0.000000	1.064922	4.828166	4.828166	0.999981	0.000000	0.000006	0.000010	0.000003	20.680697	
650000	-695.520433	1	2	5	'1 0 1 1 Z 1 Z 1 1 1 1 Z 1 Z 1 Z 	0.700134	10.191761	0.700134	0.700134	0.000000	0.700134	0.000000	0.700134	0.700134	0.700134	0.700134	0.000000	0.700134	0.000000	0.700134	0.000000	0.700134	0.700134	0.000000	0.000000	5.240306	5.240306	0.999972	0.000000	0.000010	0.000017	0.000002	11.705275	
655000	-689.996027	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 1 	0.843022	20.559989	0.843022	0.843022	0.000000	0.843022	0.000000	0.000000	0.843022	0.843022	0.843022	0.000000	0.843022	0.000000	0.843022	0.843022	0.843022	0.000000	0.000000	0.843022	3.819542	3.819542	0.999989	0.000000	0.000003	0.000006	0.000001	42.349738	
