Options:
Model:                           MultiState
Tree File Name:                  _tree_anura_bt.nex
Data File Name:                  _dat_anura.txt
Log File Name:                   anura_rjhp_cov_r1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1952948202
Precision:                       64 bits
Cores:                           10
Analysis Type:                   MCMC
Sample Period:                   5000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   anura_rjhp_cov_r1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     20
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               A,D,S,T,V
Using a covarion model:          True
Normalise Q Matrix:              False
Scale Tree:                      0.001000
Restrictions:
    qAD                          RJ MCMC
    qAS                          RJ MCMC
    qAT                          RJ MCMC
    qAV                          RJ MCMC
    qDA                          RJ MCMC
    qDS                          RJ MCMC
    qDT                          RJ MCMC
    qDV                          RJ MCMC
    qSA                          RJ MCMC
    qSD                          RJ MCMC
    qST                          RJ MCMC
    qSV                          RJ MCMC
    qTA                          RJ MCMC
    qTD                          RJ MCMC
    qTS                          RJ MCMC
    qTV                          RJ MCMC
    qVA                          qAV
    qVD                          qDV
    qVS                          qSV
    qVT                          qTV
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
        CVSwichRate - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       3416
     Sites:                      1
     States:                     10
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	qAD	qAS	qAT	qAV	qDA	qDS	qDT	qDV	qSA	qSD	qST	qSV	qTA	qTD	qTS	qTV	qVA	qVD	qVS	qVT	Covar On to Off	 Covar Off to On	Root P(A)	Root P(D)	Root P(S)	Root P(T)	Root P(V)	RJRates - Mean	
2575000	-692.197172	1	2	8	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 Z Z Z 	1.719870	24.974899	1.719870	1.719870	0.000000	1.719870	0.000000	0.000000	1.719870	0.000000	1.719870	0.000000	1.719870	0.000000	0.000000	0.000000	1.719870	0.000000	0.000000	0.000000	4.708119	4.708119	0.999973	0.000000	0.000013	0.000010	0.000004	16.936338	
2580000	-686.773171	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.832670	17.260216	0.832670	0.832670	0.000000	0.832670	0.000000	0.000000	0.832670	0.832670	0.832670	0.000000	0.000000	0.000000	0.832670	0.000000	0.832670	0.000000	0.000000	0.000000	4.923411	4.923411	0.999994	0.000000	0.000005	0.000000	0.000001	6.834794	
2585000	-689.764837	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.918275	22.052906	0.918275	0.918275	0.000000	0.918275	0.000000	0.000000	0.918275	0.918275	0.918275	0.000000	0.918275	0.918275	0.918275	0.918275	0.918275	0.000000	0.000000	0.918275	4.056773	4.056773	0.999989	0.000000	0.000004	0.000005	0.000002	11.361119	
2590000	-687.053658	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.931072	18.341789	0.931072	0.931072	0.000000	0.931072	0.000000	0.000000	0.931072	0.931072	0.931072	0.000000	0.000000	0.931072	0.931072	0.000000	0.931072	0.000000	0.000000	0.000000	5.434269	5.434269	0.999992	0.000000	0.000006	0.000000	0.000002	55.002053	
2595000	-695.951529	1	2	5	'1 0 1 1 1 1 Z Z 1 1 1 Z Z Z 1 1 	0.817478	15.339217	0.817478	0.817478	0.817478	0.817478	0.000000	0.000000	0.817478	0.817478	0.817478	0.000000	0.000000	0.000000	0.817478	0.817478	0.817478	0.000000	0.000000	0.817478	7.276996	7.276996	0.999983	0.000003	0.000010	0.000000	0.000003	16.726522	
2600000	-686.769490	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.939267	18.366997	0.939267	0.939267	0.000000	0.939267	0.000000	0.000000	0.939267	0.939267	0.939267	0.000000	0.000000	0.000000	0.939267	0.000000	0.939267	0.000000	0.000000	0.000000	5.286297	5.286297	0.999993	0.000000	0.000006	0.000000	0.000001	12.333461	
2605000	-693.905999	1	2	4	'1 0 1 1 Z 1 1 Z 1 1 1 Z 1 Z 1 1 	0.723749	13.079087	0.723749	0.723749	0.000000	0.723749	0.723749	0.000000	0.723749	0.723749	0.723749	0.000000	0.723749	0.000000	0.723749	0.723749	0.723749	0.000000	0.000000	0.723749	4.575507	4.575507	0.999983	0.000000	0.000006	0.000009	0.000002	8.731176	
2610000	-692.975857	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 1 	0.799436	30.035881	0.799436	0.799436	0.000000	0.799436	0.000000	0.000000	0.799436	0.799436	0.799436	0.000000	0.000000	0.799436	0.799436	0.799436	0.799436	0.000000	0.000000	0.799436	5.196394	5.196394	0.999997	0.000000	0.000002	0.000000	0.000001	15.326026	
2615000	-695.238008	1	2	3	'1 0 1 1 1 1 Z Z 1 1 1 Z 1 1 1 1 	0.922102	24.857997	0.922102	0.922102	0.922102	0.922102	0.000000	0.000000	0.922102	0.922102	0.922102	0.000000	0.922102	0.922102	0.922102	0.922102	0.922102	0.000000	0.000000	0.922102	5.040316	5.040316	0.999985	0.000001	0.000005	0.000007	0.000002	5.910352	
2620000	-688.506912	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	1.083692	13.355078	1.083692	1.083692	0.000000	1.083692	0.000000	0.000000	1.083692	1.083692	1.083692	0.000000	0.000000	1.083692	1.083692	0.000000	1.083692	0.000000	0.000000	0.000000	5.810530	5.810530	0.999984	0.000000	0.000013	0.000000	0.000003	18.004120	
2625000	-694.185773	1	2	5	'1 0 1 1 Z 1 Z 1 1 1 1 Z 1 Z 1 Z 	0.918942	24.032130	0.918942	0.918942	0.000000	0.918942	0.000000	0.918942	0.918942	0.918942	0.918942	0.000000	0.918942	0.000000	0.918942	0.000000	0.918942	0.918942	0.000000	0.000000	4.441508	4.441508	0.999988	0.000000	0.000004	0.000007	0.000001	43.911968	
2630000	-688.106286	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 1 	0.798641	17.637926	0.798641	0.798641	0.000000	0.798641	0.000000	0.000000	0.798641	0.798641	0.798641	0.000000	0.000000	0.000000	0.798641	0.798641	0.798641	0.000000	0.000000	0.798641	5.062141	5.062141	0.999994	0.000000	0.000005	0.000000	0.000002	19.301291	
2635000	-688.005164	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.848909	15.631892	0.848909	0.848909	0.000000	0.848909	0.000000	0.000000	0.848909	0.848909	0.848909	0.000000	0.000000	0.848909	0.848909	0.000000	0.848909	0.000000	0.000000	0.000000	6.390784	6.390784	0.999990	0.000000	0.000008	0.000000	0.000002	10.540764	
2640000	-689.930805	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 1 	1.046763	21.218529	1.046763	1.046763	0.000000	1.046763	0.000000	0.000000	1.046763	1.046763	1.046763	0.000000	0.000000	1.046763	1.046763	1.046763	1.046763	0.000000	0.000000	1.046763	5.689968	5.689968	0.999991	0.000000	0.000007	0.000000	0.000003	8.990954	
2645000	-690.472280	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z 1 1 Z 	1.581183	15.879003	1.581183	1.581183	0.000000	1.581183	0.000000	0.000000	1.581183	0.000000	1.581183	0.000000	0.000000	1.581183	1.581183	0.000000	1.581183	0.000000	0.000000	0.000000	4.529673	4.529673	0.999979	0.000000	0.000016	0.000000	0.000004	11.009281	
2650000	-688.742729	1	2	8	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z Z 1 Z 	1.209168	16.985408	1.209168	1.209168	0.000000	1.209168	0.000000	0.000000	1.209168	0.000000	1.209168	0.000000	0.000000	0.000000	1.209168	0.000000	1.209168	0.000000	0.000000	0.000000	3.892335	3.892335	0.999990	0.000000	0.000008	0.000000	0.000002	18.998498	
2655000	-686.694400	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.996438	18.249904	0.996438	0.996438	0.000000	0.996438	0.000000	0.000000	0.996438	0.996438	0.996438	0.000000	0.000000	0.000000	0.996438	0.000000	0.996438	0.000000	0.000000	0.000000	5.061103	5.061103	0.999992	0.000000	0.000006	0.000000	0.000002	10.010689	
2660000	-689.578534	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	1.040354	12.311663	1.040354	1.040354	0.000000	1.040354	0.000000	0.000000	1.040354	1.040354	1.040354	0.000000	0.000000	1.040354	1.040354	0.000000	1.040354	0.000000	0.000000	0.000000	7.001828	7.001828	0.999977	0.000000	0.000018	0.000000	0.000005	31.008984	
2665000	-691.260968	1	3	5	'1 0 1 2 Z 1 Z 2 2 Z 2 Z 2 1 1 Z 	3.033906	35.617301	3.033906	1.150319	0.000000	3.033906	0.000000	1.150319	1.150319	0.000000	1.150319	0.000000	1.150319	3.033906	3.033906	0.000000	1.150319	1.150319	0.000000	0.000000	3.744887	3.744887	0.999993	0.000000	0.000003	0.000004	0.000001	18.487539	
2670000	-688.155481	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.826464	19.767456	0.826464	0.826464	0.000000	0.826464	0.000000	0.000000	0.826464	0.826464	0.826464	0.000000	0.826464	0.826464	0.826464	0.000000	0.826464	0.000000	0.000000	0.000000	4.274045	4.274045	0.999989	0.000000	0.000004	0.000006	0.000001	13.412396	
2675000	-692.501591	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	1.247016	20.377294	1.247016	1.247016	0.000000	1.247016	0.000000	0.000000	1.247016	1.247016	1.247016	0.000000	1.247016	1.247016	1.247016	1.247016	1.247016	0.000000	0.000000	1.247016	5.556397	5.556397	0.999971	0.000000	0.000010	0.000014	0.000005	11.572583	
2680000	-688.437084	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.716285	11.893489	0.716285	0.716285	0.000000	0.716285	0.000000	0.000000	0.716285	0.716285	0.716285	0.000000	0.000000	0.716285	0.716285	0.000000	0.716285	0.000000	0.000000	0.000000	5.375837	5.375837	0.999991	0.000000	0.000007	0.000000	0.000002	14.158757	
2685000	-688.271180	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.825899	13.175419	0.825899	0.825899	0.000000	0.825899	0.000000	0.000000	0.825899	0.825899	0.825899	0.000000	0.825899	0.000000	0.825899	0.000000	0.825899	0.000000	0.000000	0.000000	5.729652	5.729652	0.999972	0.000000	0.000010	0.000017	0.000002	17.422151	
2690000	-694.826458	1	2	4	'1 0 1 1 Z 1 1 Z 1 1 1 Z Z 1 1 1 	0.580294	14.855732	0.580294	0.580294	0.000000	0.580294	0.580294	0.000000	0.580294	0.580294	0.580294	0.000000	0.000000	0.580294	0.580294	0.580294	0.580294	0.000000	0.000000	0.580294	5.441277	5.441277	0.999995	0.000000	0.000004	0.000000	0.000001	7.127320	
2695000	-693.498082	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.904053	9.276129	0.904053	0.904053	0.000000	0.904053	0.000000	0.000000	0.904053	0.904053	0.904053	0.000000	0.904053	0.904053	0.904053	0.000000	0.904053	0.000000	0.000000	0.000000	9.308775	9.308775	0.999882	0.000000	0.000044	0.000065	0.000009	6.921624	
2700000	-691.219626	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 1 	0.924566	12.431508	0.924566	0.924566	0.000000	0.924566	0.000000	0.000000	0.924566	0.924566	0.924566	0.000000	0.924566	0.000000	0.924566	0.924566	0.924566	0.000000	0.000000	0.924566	4.319094	4.319094	0.999974	0.000000	0.000009	0.000014	0.000004	9.260805	
2705000	-694.959443	1	2	5	'1 0 1 1 Z 1 Z 1 1 1 1 Z Z Z 1 1 	0.616750	16.411744	0.616750	0.616750	0.000000	0.616750	0.000000	0.616750	0.616750	0.616750	0.616750	0.000000	0.000000	0.000000	0.616750	0.616750	0.616750	0.616750	0.000000	0.616750	4.802336	4.802336	0.999996	0.000000	0.000003	0.000000	0.000001	6.369872	
2710000	-696.276304	1	2	5	'1 0 1 Z Z 1 Z 1 1 1 1 Z 1 Z 1 1 	0.934650	12.232388	0.934650	0.000000	0.000000	0.934650	0.000000	0.934650	0.934650	0.934650	0.934650	0.000000	0.934650	0.000000	0.934650	0.934650	0.000000	0.934650	0.000000	0.934650	6.513079	6.513079	0.999959	0.000000	0.000016	0.000024	0.000000	11.609834	
2715000	-690.091891	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	1.004702	12.287704	1.004702	1.004702	0.000000	1.004702	0.000000	0.000000	1.004702	1.004702	1.004702	0.000000	1.004702	1.004702	1.004702	0.000000	1.004702	0.000000	0.000000	0.000000	6.867581	6.867581	0.999948	0.000000	0.000019	0.000028	0.000004	42.308122	
2720000	-689.607895	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 1 	0.834170	12.088316	0.834170	0.834170	0.000000	0.834170	0.000000	0.000000	0.834170	0.834170	0.834170	0.000000	0.000000	0.000000	0.834170	0.834170	0.834170	0.000000	0.000000	0.834170	6.838682	6.838682	0.999983	0.000000	0.000013	0.000000	0.000004	30.436484	
2725000	-687.162158	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.928830	21.715290	0.928830	0.928830	0.000000	0.928830	0.000000	0.000000	0.928830	0.928830	0.928830	0.000000	0.000000	0.928830	0.928830	0.000000	0.928830	0.000000	0.000000	0.000000	4.571555	4.571555	0.999995	0.000000	0.000004	0.000000	0.000001	17.218150	
2730000	-686.492692	1	3	6	'2 0 2 1 Z 2 Z Z 2 Z 2 Z 1 1 2 Z 	1.364538	15.520007	1.364538	0.666721	0.000000	1.364538	0.000000	0.000000	1.364538	0.000000	1.364538	0.000000	0.666721	0.666721	1.364538	0.000000	0.666721	0.000000	0.000000	0.000000	5.495009	5.495009	0.999973	0.000000	0.000019	0.000007	0.000001	7.098086	
2735000	-689.087840	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 1 	0.710126	13.696533	0.710126	0.710126	0.000000	0.710126	0.000000	0.000000	0.710126	0.710126	0.710126	0.000000	0.000000	0.000000	0.710126	0.710126	0.710126	0.000000	0.000000	0.710126	5.347444	5.347444	0.999993	0.000000	0.000006	0.000000	0.000002	11.117705	
2740000	-688.005184	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	1.035304	20.401933	1.035304	1.035304	0.000000	1.035304	0.000000	0.000000	1.035304	1.035304	1.035304	0.000000	1.035304	0.000000	1.035304	0.000000	1.035304	0.000000	0.000000	0.000000	4.723273	4.723273	0.999981	0.000000	0.000006	0.000012	0.000001	19.405962	
2745000	-705.183024	1	2	2	'1 0 1 1 1 1 Z 1 1 1 1 Z 1 1 1 1 	1.291356	22.202897	1.291356	1.291356	1.291356	1.291356	0.000000	1.291356	1.291356	1.291356	1.291356	0.000000	1.291356	1.291356	1.291356	1.291356	1.291356	1.291356	0.000000	1.291356	4.022722	4.022722	0.999976	0.000003	0.000007	0.000010	0.000003	12.627290	
2750000	-694.021705	1	2	5	'1 0 1 1 Z 1 Z 1 1 1 1 Z Z 1 1 Z 	0.928204	25.056419	0.928204	0.928204	0.000000	0.928204	0.000000	0.928204	0.928204	0.928204	0.928204	0.000000	0.000000	0.928204	0.928204	0.000000	0.928204	0.928204	0.000000	0.000000	3.906532	3.906532	0.999997	0.000000	0.000003	0.000000	0.000001	19.945792	
2755000	-687.502885	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.956753	20.865086	0.956753	0.956753	0.000000	0.956753	0.000000	0.000000	0.956753	0.956753	0.956753	0.000000	0.000000	0.956753	0.956753	0.000000	0.956753	0.000000	0.000000	0.000000	5.293989	5.293989	0.999993	0.000000	0.000005	0.000000	0.000001	7.784977	
2760000	-688.929839	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.896755	15.791217	0.896755	0.896755	0.000000	0.896755	0.000000	0.000000	0.896755	0.896755	0.896755	0.000000	0.896755	0.896755	0.896755	0.896755	0.896755	0.000000	0.000000	0.896755	5.500575	5.500575	0.999978	0.000000	0.000008	0.000011	0.000003	22.271405	
2765000	-686.641143	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.896666	18.210692	0.896666	0.896666	0.000000	0.896666	0.000000	0.000000	0.896666	0.896666	0.896666	0.000000	0.000000	0.000000	0.896666	0.000000	0.896666	0.000000	0.000000	0.000000	4.604753	4.604753	0.999994	0.000000	0.000005	0.000000	0.000001	7.792860	
2770000	-687.690835	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.972561	21.917677	0.972561	0.972561	0.000000	0.972561	0.000000	0.000000	0.972561	0.972561	0.972561	0.000000	0.000000	0.000000	0.972561	0.000000	0.972561	0.000000	0.000000	0.000000	3.875639	3.875639	0.999996	0.000000	0.000004	0.000000	0.000001	8.863025	
2775000	-687.850540	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 1 	0.898985	17.032758	0.898985	0.898985	0.000000	0.898985	0.000000	0.000000	0.898985	0.898985	0.898985	0.000000	0.000000	0.898985	0.898985	0.898985	0.898985	0.000000	0.000000	0.898985	4.971743	4.971743	0.999992	0.000000	0.000006	0.000000	0.000002	18.802919	
2780000	-689.128323	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.736610	15.089681	0.736610	0.736610	0.000000	0.736610	0.000000	0.000000	0.736610	0.736610	0.736610	0.000000	0.736610	0.736610	0.736610	0.000000	0.736610	0.000000	0.000000	0.000000	6.245830	6.245830	0.999980	0.000000	0.000007	0.000011	0.000001	7.219192	
2785000	-690.653923	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 1 	1.118152	15.104997	1.118152	1.118152	0.000000	1.118152	0.000000	0.000000	1.118152	1.118152	1.118152	0.000000	0.000000	1.118152	1.118152	1.118152	1.118152	0.000000	0.000000	1.118152	6.486520	6.486520	0.999981	0.000000	0.000014	0.000000	0.000005	14.371544	
2790000	-689.273155	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.666394	17.864202	0.666394	0.666394	0.000000	0.666394	0.000000	0.000000	0.666394	0.666394	0.666394	0.000000	0.666394	0.666394	0.666394	0.000000	0.666394	0.000000	0.000000	0.000000	4.892858	4.892858	0.999990	0.000000	0.000003	0.000006	0.000001	8.112572	
2795000	-693.367053	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.847311	9.822662	0.847311	0.847311	0.000000	0.847311	0.000000	0.000000	0.847311	0.847311	0.847311	0.000000	0.000000	0.000000	0.847311	0.000000	0.847311	0.000000	0.000000	0.000000	9.756669	9.756669	0.999958	0.000000	0.000034	0.000000	0.000008	8.373044	
2800000	-688.759756	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.949022	11.039725	0.949022	0.949022	0.000000	0.949022	0.000000	0.000000	0.949022	0.949022	0.949022	0.000000	0.000000	0.949022	0.949022	0.000000	0.949022	0.000000	0.000000	0.000000	6.353387	6.353387	0.999980	0.000000	0.000016	0.000000	0.000004	4.400670	
2805000	-690.994948	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.889110	14.499336	0.889110	0.889110	0.000000	0.889110	0.000000	0.000000	0.889110	0.889110	0.889110	0.000000	0.889110	0.889110	0.889110	0.000000	0.889110	0.000000	0.000000	0.000000	3.602205	3.602205	0.999985	0.000000	0.000006	0.000008	0.000001	21.345578	
2810000	-689.089305	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 Z 1 Z 	1.424431	22.856647	1.424431	1.424431	0.000000	1.424431	0.000000	0.000000	1.424431	0.000000	1.424431	0.000000	1.424431	0.000000	1.424431	0.000000	1.424431	0.000000	0.000000	0.000000	3.961493	3.961493	0.999974	0.000000	0.000010	0.000014	0.000002	6.197360	
2815000	-687.620033	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.912309	19.026874	0.912309	0.912309	0.000000	0.912309	0.000000	0.000000	0.912309	0.912309	0.912309	0.000000	0.912309	0.000000	0.912309	0.000000	0.912309	0.000000	0.000000	0.000000	4.568168	4.568168	0.999984	0.000000	0.000005	0.000010	0.000001	28.600296	
2820000	-687.089842	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z 1 1 Z 	1.176870	22.495548	1.176870	1.176870	0.000000	1.176870	0.000000	0.000000	1.176870	0.000000	1.176870	0.000000	0.000000	1.176870	1.176870	0.000000	1.176870	0.000000	0.000000	0.000000	4.231342	4.231342	0.999992	0.000000	0.000006	0.000000	0.000001	29.530951	
2825000	-693.000688	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.743738	6.945276	0.743738	0.743738	0.000000	0.743738	0.000000	0.000000	0.743738	0.743738	0.743738	0.000000	0.743738	0.743738	0.743738	0.000000	0.743738	0.000000	0.000000	0.000000	8.529884	8.529884	0.999834	0.000000	0.000062	0.000092	0.000012	52.330693	
2830000	-689.038053	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 1 1 Z 	1.415506	25.929851	1.415506	1.415506	0.000000	1.415506	0.000000	0.000000	1.415506	0.000000	1.415506	0.000000	1.415506	1.415506	1.415506	0.000000	1.415506	0.000000	0.000000	0.000000	4.406616	4.406616	0.999978	0.000000	0.000009	0.000011	0.000002	24.118874	
2835000	-694.061596	1	2	5	'1 0 1 1 Z 1 Z 1 1 1 1 Z Z 1 1 Z 	0.725454	16.775795	0.725454	0.725454	0.000000	0.725454	0.000000	0.725454	0.725454	0.725454	0.725454	0.000000	0.000000	0.725454	0.725454	0.000000	0.725454	0.725454	0.000000	0.000000	6.252076	6.252076	0.999993	0.000000	0.000006	0.000000	0.000001	6.794908	
2840000	-688.406775	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	1.224131	17.468778	1.224131	1.224131	0.000000	1.224131	0.000000	0.000000	1.224131	1.224131	1.224131	0.000000	0.000000	0.000000	1.224131	0.000000	1.224131	0.000000	0.000000	0.000000	5.277951	5.277951	0.999988	0.000000	0.000010	0.000000	0.000003	17.354593	
2845000	-688.077487	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 1 	0.889784	18.948480	0.889784	0.889784	0.000000	0.889784	0.000000	0.000000	0.889784	0.889784	0.889784	0.000000	0.000000	0.889784	0.889784	0.889784	0.889784	0.000000	0.000000	0.889784	4.450270	4.450270	0.999994	0.000000	0.000004	0.000000	0.000001	23.255840	
2850000	-689.669799	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 1 	0.833543	12.308499	0.833543	0.833543	0.000000	0.833543	0.000000	0.000000	0.833543	0.833543	0.833543	0.000000	0.833543	0.000000	0.833543	0.833543	0.833543	0.000000	0.000000	0.833543	5.977233	5.977233	0.999967	0.000000	0.000011	0.000018	0.000004	7.605784	
2855000	-689.107264	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.754785	15.354268	0.754785	0.754785	0.000000	0.754785	0.000000	0.000000	0.754785	0.754785	0.754785	0.000000	0.754785	0.754785	0.754785	0.754785	0.754785	0.000000	0.000000	0.754785	5.300132	5.300132	0.999984	0.000000	0.000006	0.000008	0.000002	15.142927	
2860000	-689.321883	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.837438	15.023094	0.837438	0.837438	0.000000	0.837438	0.000000	0.000000	0.837438	0.837438	0.837438	0.000000	0.837438	0.837438	0.837438	0.837438	0.837438	0.000000	0.000000	0.837438	4.532302	4.532302	0.999983	0.000000	0.000006	0.000008	0.000002	9.593676	
2865000	-686.819283	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.848897	15.694834	0.848897	0.848897	0.000000	0.848897	0.000000	0.000000	0.848897	0.848897	0.848897	0.000000	0.000000	0.848897	0.848897	0.000000	0.848897	0.000000	0.000000	0.000000	4.934185	4.934185	0.999993	0.000000	0.000006	0.000000	0.000001	13.268568	
2870000	-696.084949	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	1.119920	40.614267	1.119920	1.119920	0.000000	1.119920	0.000000	0.000000	1.119920	1.119920	1.119920	0.000000	1.119920	1.119920	1.119920	1.119920	1.119920	0.000000	0.000000	1.119920	4.418728	4.418728	0.999992	0.000000	0.000003	0.000004	0.000001	29.978682	
2875000	-692.588335	1	2	5	'1 0 1 1 Z 1 1 Z 1 1 1 Z Z Z 1 1 	0.804152	18.844030	0.804152	0.804152	0.000000	0.804152	0.804152	0.000000	0.804152	0.804152	0.804152	0.000000	0.000000	0.000000	0.804152	0.804152	0.804152	0.000000	0.000000	0.804152	4.030569	4.030569	0.999996	0.000000	0.000003	0.000000	0.000001	95.673423	
2880000	-691.829060	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.905058	13.752994	0.905058	0.905058	0.000000	0.905058	0.000000	0.000000	0.905058	0.905058	0.905058	0.000000	0.000000	0.000000	0.905058	0.000000	0.905058	0.000000	0.000000	0.000000	8.357758	8.357758	0.999979	0.000000	0.000017	0.000000	0.000004	87.095139	
2885000	-691.178566	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 Z Z 	0.691201	17.049219	0.691201	0.691201	0.000000	0.691201	0.000000	0.000000	0.691201	0.691201	0.691201	0.000000	0.691201	0.691201	0.000000	0.000000	0.691201	0.000000	0.000000	0.000000	5.500351	5.500351	0.999992	0.000000	0.000004	0.000003	0.000001	92.447116	
2890000	-688.503972	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 1 1 Z 	1.286181	22.103042	1.286181	1.286181	0.000000	1.286181	0.000000	0.000000	1.286181	0.000000	1.286181	0.000000	1.286181	1.286181	1.286181	0.000000	1.286181	0.000000	0.000000	0.000000	4.814422	4.814422	0.999976	0.000000	0.000010	0.000012	0.000002	56.120560	
2895000	-693.829415	1	2	5	'1 0 1 1 Z 1 1 Z 1 1 1 Z 1 Z 1 Z 	1.035403	14.595456	1.035403	1.035403	0.000000	1.035403	1.035403	0.000000	1.035403	1.035403	1.035403	0.000000	1.035403	0.000000	1.035403	0.000000	1.035403	0.000000	0.000000	0.000000	4.432174	4.432174	0.999973	0.000000	0.000009	0.000016	0.000002	30.687491	
2900000	-690.757543	1	2	5	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 1 1 1 	1.005789	16.750340	1.005789	1.005789	0.000000	1.005789	0.000000	0.000000	1.005789	0.000000	1.005789	0.000000	1.005789	1.005789	1.005789	1.005789	1.005789	0.000000	0.000000	1.005789	4.587967	4.587967	0.999979	0.000000	0.000008	0.000009	0.000003	43.634096	
2905000	-694.041790	1	2	3	'1 0 1 1 1 1 Z Z 1 1 1 Z 1 1 1 1 	0.919731	21.014528	0.919731	0.919731	0.919731	0.919731	0.000000	0.000000	0.919731	0.919731	0.919731	0.000000	0.919731	0.919731	0.919731	0.919731	0.919731	0.000000	0.000000	0.919731	4.262521	4.262521	0.999986	0.000001	0.000005	0.000007	0.000002	13.237743	
