Options:
Model:                           MultiState
Tree File Name:                  _tree_anura_bt.nex
Data File Name:                  _dat_anura.txt
Log File Name:                   anura_rjhp_cov_r1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1952948202
Precision:                       64 bits
Cores:                           10
Analysis Type:                   MCMC
Sample Period:                   5000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   anura_rjhp_cov_r1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     20
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               A,D,S,T,V
Using a covarion model:          True
Normalise Q Matrix:              False
Scale Tree:                      0.001000
Restrictions:
    qAD                          RJ MCMC
    qAS                          RJ MCMC
    qAT                          RJ MCMC
    qAV                          RJ MCMC
    qDA                          RJ MCMC
    qDS                          RJ MCMC
    qDT                          RJ MCMC
    qDV                          RJ MCMC
    qSA                          RJ MCMC
    qSD                          RJ MCMC
    qST                          RJ MCMC
    qSV                          RJ MCMC
    qTA                          RJ MCMC
    qTD                          RJ MCMC
    qTS                          RJ MCMC
    qTV                          RJ MCMC
    qVA                          qAV
    qVD                          qDV
    qVS                          qSV
    qVT                          qTV
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
        CVSwichRate - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       3416
     Sites:                      1
     States:                     10
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	qAD	qAS	qAT	qAV	qDA	qDS	qDT	qDV	qSA	qSD	qST	qSV	qTA	qTD	qTS	qTV	qVA	qVD	qVS	qVT	Covar On to Off	 Covar Off to On	Root P(A)	Root P(D)	Root P(S)	Root P(T)	Root P(V)	RJRates - Mean	
8080000	-689.188379	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 1 	0.850744	18.395092	0.850744	0.850744	0.000000	0.850744	0.000000	0.000000	0.850744	0.850744	0.850744	0.000000	0.850744	0.000000	0.850744	0.850744	0.850744	0.000000	0.000000	0.850744	5.504826	5.504826	0.999981	0.000000	0.000006	0.000010	0.000002	39.454947	
8085000	-689.941162	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 1 	0.830514	12.781934	0.830514	0.830514	0.000000	0.830514	0.000000	0.000000	0.830514	0.830514	0.830514	0.000000	0.000000	0.830514	0.830514	0.830514	0.830514	0.000000	0.000000	0.830514	7.139552	7.139552	0.999984	0.000000	0.000012	0.000000	0.000004	26.887499	
8090000	-688.965020	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 1 	0.861004	14.841306	0.861004	0.861004	0.000000	0.861004	0.000000	0.000000	0.861004	0.861004	0.861004	0.000000	0.861004	0.000000	0.861004	0.861004	0.861004	0.000000	0.000000	0.861004	5.591201	5.591201	0.999975	0.000000	0.000008	0.000013	0.000003	44.483945	
8095000	-688.548827	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.805360	13.154697	0.805360	0.805360	0.000000	0.805360	0.000000	0.000000	0.805360	0.805360	0.805360	0.000000	0.805360	0.805360	0.805360	0.000000	0.805360	0.000000	0.000000	0.000000	6.184320	6.184320	0.999972	0.000000	0.000010	0.000016	0.000002	16.468185	
8100000	-690.495732	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 1 	1.027794	17.793104	1.027794	1.027794	0.000000	1.027794	0.000000	0.000000	1.027794	1.027794	1.027794	0.000000	1.027794	0.000000	1.027794	1.027794	1.027794	0.000000	0.000000	1.027794	6.170256	6.170256	0.999968	0.000000	0.000010	0.000017	0.000005	10.894067	
8105000	-687.638596	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.870855	14.684813	0.870855	0.870855	0.000000	0.870855	0.000000	0.000000	0.870855	0.870855	0.870855	0.000000	0.000000	0.000000	0.870855	0.000000	0.870855	0.000000	0.000000	0.000000	4.322006	4.322006	0.999993	0.000000	0.000006	0.000000	0.000001	16.324579	
8110000	-690.651854	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	1.027720	10.490365	1.027720	1.027720	0.000000	1.027720	0.000000	0.000000	1.027720	1.027720	1.027720	0.000000	1.027720	0.000000	1.027720	0.000000	1.027720	0.000000	0.000000	0.000000	5.830440	5.830440	0.999942	0.000000	0.000020	0.000034	0.000004	4.837664	
8115000	-687.825423	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.858043	17.834732	0.858043	0.858043	0.000000	0.858043	0.000000	0.000000	0.858043	0.858043	0.858043	0.000000	0.858043	0.000000	0.858043	0.000000	0.858043	0.000000	0.000000	0.000000	5.380005	5.380005	0.999981	0.000000	0.000006	0.000011	0.000001	24.249726	
8120000	-687.105546	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.861163	14.006224	0.861163	0.861163	0.000000	0.861163	0.000000	0.000000	0.861163	0.861163	0.861163	0.000000	0.000000	0.000000	0.861163	0.000000	0.861163	0.000000	0.000000	0.000000	4.985859	4.985859	0.999992	0.000000	0.000007	0.000000	0.000002	3.077897	
8125000	-691.535596	1	2	6	'1 0 1 1 Z 1 1 Z 1 1 1 Z Z Z 1 Z 	0.709406	14.844060	0.709406	0.709406	0.000000	0.709406	0.709406	0.000000	0.709406	0.709406	0.709406	0.000000	0.000000	0.000000	0.709406	0.000000	0.709406	0.000000	0.000000	0.000000	4.783066	4.783066	0.999995	0.000000	0.000004	0.000000	0.000001	19.517322	
8130000	-692.036594	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 1 Z 1 	1.399780	20.169301	1.399780	1.399780	0.000000	1.399780	0.000000	0.000000	1.399780	0.000000	1.399780	0.000000	1.399780	1.399780	0.000000	1.399780	1.399780	0.000000	0.000000	1.399780	4.549246	4.549246	0.999979	0.000000	0.000011	0.000006	0.000004	18.202671	
8135000	-688.831708	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.884795	16.245697	0.884795	0.884795	0.000000	0.884795	0.000000	0.000000	0.884795	0.884795	0.884795	0.000000	0.884795	0.884795	0.884795	0.884795	0.884795	0.000000	0.000000	0.884795	4.826749	4.826749	0.999982	0.000000	0.000006	0.000009	0.000002	35.202796	
8140000	-695.700865	1	2	4	'1 0 1 1 Z 1 1 Z 1 1 1 Z 1 1 1 Z 	1.073769	24.893765	1.073769	1.073769	0.000000	1.073769	1.073769	0.000000	1.073769	1.073769	1.073769	0.000000	1.073769	1.073769	1.073769	0.000000	1.073769	0.000000	0.000000	0.000000	3.724389	3.724389	0.999989	0.000000	0.000004	0.000006	0.000001	71.028440	
8145000	-690.112144	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 1 	1.088590	20.132307	1.088590	1.088590	0.000000	1.088590	0.000000	0.000000	1.088590	1.088590	1.088590	0.000000	1.088590	0.000000	1.088590	1.088590	1.088590	0.000000	0.000000	1.088590	5.360120	5.360120	0.999975	0.000000	0.000008	0.000013	0.000004	80.418057	
8150000	-693.993345	1	2	3	'1 0 1 1 Z 1 1 Z 1 1 1 Z 1 1 1 1 	0.905597	15.530195	0.905597	0.905597	0.000000	0.905597	0.905597	0.000000	0.905597	0.905597	0.905597	0.000000	0.905597	0.905597	0.905597	0.905597	0.905597	0.000000	0.000000	0.905597	4.704494	4.704494	0.999981	0.000000	0.000007	0.000009	0.000003	57.325142	
8155000	-688.338820	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	1.182195	15.959412	1.182195	1.182195	0.000000	1.182195	0.000000	0.000000	1.182195	1.182195	1.182195	0.000000	0.000000	0.000000	1.182195	0.000000	1.182195	0.000000	0.000000	0.000000	4.702201	4.702201	0.999989	0.000000	0.000009	0.000000	0.000002	8.881242	
8160000	-687.825972	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 1 	0.881479	15.730526	0.881479	0.881479	0.000000	0.881479	0.000000	0.000000	0.881479	0.881479	0.881479	0.000000	0.000000	0.000000	0.881479	0.881479	0.881479	0.000000	0.000000	0.881479	5.066351	5.066351	0.999992	0.000000	0.000006	0.000000	0.000002	28.086182	
8165000	-687.182114	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.786615	18.823339	0.786615	0.786615	0.000000	0.786615	0.000000	0.000000	0.786615	0.786615	0.786615	0.000000	0.000000	0.786615	0.786615	0.000000	0.786615	0.000000	0.000000	0.000000	4.711993	4.711993	0.999995	0.000000	0.000004	0.000000	0.000001	12.677902	
8170000	-694.483822	1	2	5	'1 0 1 1 Z 1 1 Z 1 Z 1 Z 1 1 1 Z 	1.072581	22.269495	1.072581	1.072581	0.000000	1.072581	1.072581	0.000000	1.072581	0.000000	1.072581	0.000000	1.072581	1.072581	1.072581	0.000000	1.072581	0.000000	0.000000	0.000000	4.479127	4.479127	0.999984	0.000000	0.000007	0.000008	0.000001	48.922097	
8175000	-687.876418	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 1 	0.859457	16.268574	0.859457	0.859457	0.000000	0.859457	0.000000	0.000000	0.859457	0.859457	0.859457	0.000000	0.000000	0.859457	0.859457	0.859457	0.859457	0.000000	0.000000	0.859457	4.916020	4.916020	0.999993	0.000000	0.000005	0.000000	0.000002	52.037525	
8180000	-691.208285	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.849727	19.475827	0.849727	0.849727	0.000000	0.849727	0.000000	0.000000	0.849727	0.849727	0.849727	0.000000	0.000000	0.000000	0.849727	0.000000	0.849727	0.000000	0.000000	0.000000	6.980138	6.980138	0.999991	0.000000	0.000007	0.000000	0.000002	87.710207	
8185000	-688.311835	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.771223	13.759311	0.771223	0.771223	0.000000	0.771223	0.000000	0.000000	0.771223	0.771223	0.771223	0.000000	0.771223	0.771223	0.771223	0.000000	0.771223	0.000000	0.000000	0.000000	5.739592	5.739592	0.999978	0.000000	0.000008	0.000012	0.000002	88.097824	
8190000	-691.225474	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.978459	13.696284	0.978459	0.978459	0.000000	0.978459	0.000000	0.000000	0.978459	0.978459	0.978459	0.000000	0.978459	0.978459	0.978459	0.978459	0.978459	0.000000	0.000000	0.978459	7.038291	7.038291	0.999955	0.000000	0.000016	0.000022	0.000006	94.907933	
8195000	-688.433142	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 1 1 Z 	1.249054	23.750963	1.249054	1.249054	0.000000	1.249054	0.000000	0.000000	1.249054	0.000000	1.249054	0.000000	1.249054	1.249054	1.249054	0.000000	1.249054	0.000000	0.000000	0.000000	4.580720	4.580720	0.999980	0.000000	0.000008	0.000010	0.000002	99.164021	
8200000	-688.696128	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 1 1 Z 	1.174828	21.371412	1.174828	1.174828	0.000000	1.174828	0.000000	0.000000	1.174828	0.000000	1.174828	0.000000	1.174828	1.174828	1.174828	0.000000	1.174828	0.000000	0.000000	0.000000	5.058871	5.058871	0.999977	0.000000	0.000009	0.000012	0.000002	51.166054	
8205000	-694.816278	1	2	5	'1 0 1 1 1 1 Z Z 1 1 1 Z Z Z 1 1 	0.956706	28.900862	0.956706	0.956706	0.956706	0.956706	0.000000	0.000000	0.956706	0.956706	0.956706	0.000000	0.000000	0.000000	0.956706	0.956706	0.956706	0.000000	0.000000	0.956706	4.440691	4.440691	0.999995	0.000001	0.000003	0.000000	0.000001	75.958673	
8210000	-692.607545	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	1.028550	20.770842	1.028550	1.028550	0.000000	1.028550	0.000000	0.000000	1.028550	1.028550	1.028550	0.000000	1.028550	0.000000	1.028550	0.000000	1.028550	0.000000	0.000000	0.000000	6.925925	6.925925	0.999968	0.000000	0.000010	0.000019	0.000002	24.400913	
8215000	-691.170287	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 1 1 Z 	0.936219	16.790567	0.936219	0.936219	0.000000	0.936219	0.000000	0.000000	0.936219	0.000000	0.936219	0.000000	0.936219	0.936219	0.936219	0.000000	0.936219	0.000000	0.000000	0.000000	5.935949	5.935949	0.999975	0.000000	0.000010	0.000013	0.000002	5.777750	
8220000	-696.214506	1	2	4	'1 0 1 1 Z 1 1 Z 1 1 1 Z Z 1 1 1 	1.138228	18.659358	1.138228	1.138228	0.000000	1.138228	1.138228	0.000000	1.138228	1.138228	1.138228	0.000000	0.000000	1.138228	1.138228	1.138228	1.138228	0.000000	0.000000	1.138228	5.818843	5.818843	0.999987	0.000000	0.000009	0.000000	0.000004	14.148223	
8225000	-688.334015	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.926307	14.893104	0.926307	0.926307	0.000000	0.926307	0.000000	0.000000	0.926307	0.926307	0.926307	0.000000	0.926307	0.000000	0.926307	0.000000	0.926307	0.000000	0.000000	0.000000	6.098753	6.098753	0.999968	0.000000	0.000011	0.000019	0.000002	26.950343	
8230000	-687.911068	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.873319	18.812584	0.873319	0.873319	0.000000	0.873319	0.000000	0.000000	0.873319	0.873319	0.873319	0.000000	0.000000	0.873319	0.873319	0.000000	0.873319	0.000000	0.000000	0.000000	3.855867	3.855867	0.999996	0.000000	0.000004	0.000000	0.000001	19.232144	
8235000	-692.963605	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 1 	0.808569	7.780781	0.808569	0.808569	0.000000	0.808569	0.000000	0.000000	0.808569	0.808569	0.808569	0.000000	0.000000	0.808569	0.808569	0.808569	0.808569	0.000000	0.000000	0.808569	8.784556	8.784556	0.999941	0.000000	0.000046	0.000000	0.000013	4.362336	
8240000	-691.260457	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.655406	12.890733	0.655406	0.655406	0.000000	0.655406	0.000000	0.000000	0.655406	0.655406	0.655406	0.000000	0.655406	0.655406	0.655406	0.655406	0.655406	0.000000	0.000000	0.655406	4.502286	4.502286	0.999987	0.000000	0.000005	0.000007	0.000002	20.061034	
8245000	-687.809231	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.830388	20.152213	0.830388	0.830388	0.000000	0.830388	0.000000	0.000000	0.830388	0.830388	0.830388	0.000000	0.000000	0.830388	0.830388	0.000000	0.830388	0.000000	0.000000	0.000000	5.490072	5.490072	0.999994	0.000000	0.000005	0.000000	0.000001	13.705329	
8250000	-688.114003	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.910242	17.476233	0.910242	0.910242	0.000000	0.910242	0.000000	0.000000	0.910242	0.910242	0.910242	0.000000	0.000000	0.000000	0.910242	0.000000	0.910242	0.000000	0.000000	0.000000	6.266879	6.266879	0.999990	0.000000	0.000008	0.000000	0.000002	11.205211	
8255000	-689.689427	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 Z Z 	0.939819	16.391342	0.939819	0.939819	0.000000	0.939819	0.000000	0.000000	0.939819	0.939819	0.939819	0.000000	0.939819	0.939819	0.000000	0.000000	0.939819	0.000000	0.000000	0.000000	5.280137	5.280137	0.999986	0.000000	0.000007	0.000005	0.000002	5.023004	
8260000	-689.053299	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	1.072637	16.469825	1.072637	1.072637	0.000000	1.072637	0.000000	0.000000	1.072637	1.072637	1.072637	0.000000	1.072637	1.072637	1.072637	0.000000	1.072637	0.000000	0.000000	0.000000	4.419522	4.419522	0.999978	0.000000	0.000008	0.000012	0.000002	32.497410	
8265000	-689.035207	1	2	4	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 1 	0.866672	17.694794	0.866672	0.866672	0.000000	0.866672	0.000000	0.000000	0.866672	0.866672	0.866672	0.000000	0.866672	0.866672	0.866672	0.866672	0.866672	0.000000	0.000000	0.866672	5.490974	5.490974	0.999982	0.000000	0.000006	0.000009	0.000003	63.557718	
8270000	-687.906774	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.918653	15.227012	0.918653	0.918653	0.000000	0.918653	0.000000	0.000000	0.918653	0.918653	0.918653	0.000000	0.918653	0.918653	0.918653	0.000000	0.918653	0.000000	0.000000	0.000000	4.866006	4.866006	0.999979	0.000000	0.000008	0.000011	0.000002	37.081088	
8275000	-688.754192	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z 1 1 1 	1.119894	22.013670	1.119894	1.119894	0.000000	1.119894	0.000000	0.000000	1.119894	0.000000	1.119894	0.000000	0.000000	1.119894	1.119894	1.119894	1.119894	0.000000	0.000000	1.119894	4.217952	4.217952	0.999992	0.000000	0.000006	0.000000	0.000002	59.883260	
8280000	-690.420033	1	2	5	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 1 1 1 	1.245800	23.048418	1.245800	1.245800	0.000000	1.245800	0.000000	0.000000	1.245800	0.000000	1.245800	0.000000	1.245800	1.245800	1.245800	1.245800	1.245800	0.000000	0.000000	1.245800	5.017070	5.017070	0.999977	0.000000	0.000009	0.000010	0.000004	81.137036	
8285000	-689.833509	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.873906	10.184376	0.873906	0.873906	0.000000	0.873906	0.000000	0.000000	0.873906	0.873906	0.873906	0.000000	0.873906	0.873906	0.873906	0.000000	0.873906	0.000000	0.000000	0.000000	5.904949	5.904949	0.999956	0.000000	0.000016	0.000024	0.000004	61.134836	
8290000	-686.889734	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	1.035100	18.535643	1.035100	1.035100	0.000000	1.035100	0.000000	0.000000	1.035100	1.035100	1.035100	0.000000	0.000000	0.000000	1.035100	0.000000	1.035100	0.000000	0.000000	0.000000	4.566987	4.566987	0.999993	0.000000	0.000006	0.000000	0.000001	13.488818	
8295000	-690.282122	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 1 	1.139317	16.241493	1.139317	1.139317	0.000000	1.139317	0.000000	0.000000	1.139317	1.139317	1.139317	0.000000	0.000000	1.139317	1.139317	1.139317	1.139317	0.000000	0.000000	1.139317	6.072820	6.072820	0.999984	0.000000	0.000011	0.000000	0.000005	23.418490	
8300000	-691.049027	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.782119	11.577624	0.782119	0.782119	0.000000	0.782119	0.000000	0.000000	0.782119	0.782119	0.782119	0.000000	0.782119	0.782119	0.782119	0.000000	0.782119	0.000000	0.000000	0.000000	7.943102	7.943102	0.999952	0.000000	0.000018	0.000027	0.000004	36.896431	
8305000	-689.061074	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 1 1 Z 	0.885602	11.396191	0.885602	0.885602	0.000000	0.885602	0.000000	0.000000	0.885602	0.885602	0.885602	0.000000	0.885602	0.885602	0.885602	0.000000	0.885602	0.000000	0.000000	0.000000	6.039544	6.039544	0.999961	0.000000	0.000014	0.000021	0.000003	14.020706	
8310000	-688.739212	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 1 	0.905274	16.130028	0.905274	0.905274	0.000000	0.905274	0.000000	0.000000	0.905274	0.905274	0.905274	0.000000	0.905274	0.000000	0.905274	0.905274	0.905274	0.000000	0.000000	0.905274	5.050759	5.050759	0.999978	0.000000	0.000007	0.000012	0.000003	5.172682	
8315000	-691.263701	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z Z 1 1 	1.254344	20.920146	1.254344	1.254344	0.000000	1.254344	0.000000	0.000000	1.254344	0.000000	1.254344	0.000000	0.000000	0.000000	1.254344	1.254344	1.254344	0.000000	0.000000	1.254344	5.948711	5.948711	0.999984	0.000000	0.000011	0.000000	0.000004	12.760510	
8320000	-686.877187	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	1.008279	18.684419	1.008279	1.008279	0.000000	1.008279	0.000000	0.000000	1.008279	1.008279	1.008279	0.000000	0.000000	0.000000	1.008279	0.000000	1.008279	0.000000	0.000000	0.000000	5.224605	5.224605	0.999992	0.000000	0.000006	0.000000	0.000002	7.967723	
8325000	-687.545729	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.965212	22.509413	0.965212	0.965212	0.000000	0.965212	0.000000	0.000000	0.965212	0.965212	0.965212	0.000000	0.000000	0.965212	0.965212	0.000000	0.965212	0.000000	0.000000	0.000000	4.914952	4.914952	0.999995	0.000000	0.000004	0.000000	0.000001	24.093516	
8330000	-689.296583	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z 1 1 1 	1.424505	22.782559	1.424505	1.424505	0.000000	1.424505	0.000000	0.000000	1.424505	0.000000	1.424505	0.000000	0.000000	1.424505	1.424505	1.424505	1.424505	0.000000	0.000000	1.424505	4.225709	4.225709	0.999988	0.000000	0.000008	0.000000	0.000003	17.937990	
8335000	-686.927479	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.995062	15.250556	0.995062	0.995062	0.000000	0.995062	0.000000	0.000000	0.995062	0.995062	0.995062	0.000000	0.000000	0.000000	0.995062	0.000000	0.995062	0.000000	0.000000	0.000000	5.325263	5.325263	0.999989	0.000000	0.000008	0.000000	0.000002	48.135182	
8340000	-690.045605	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.878313	14.007412	0.878313	0.878313	0.000000	0.878313	0.000000	0.000000	0.878313	0.878313	0.878313	0.000000	0.878313	0.000000	0.878313	0.000000	0.878313	0.000000	0.000000	0.000000	7.199784	7.199784	0.999959	0.000000	0.000014	0.000024	0.000003	67.392939	
8345000	-690.087170	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	1.318367	22.149213	1.318367	1.318367	0.000000	1.318367	0.000000	0.000000	1.318367	1.318367	1.318367	0.000000	0.000000	0.000000	1.318367	0.000000	1.318367	0.000000	0.000000	0.000000	3.928927	3.928927	0.999993	0.000000	0.000006	0.000000	0.000002	45.210165	
8350000	-689.810955	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 1 	0.944947	11.172969	0.944947	0.944947	0.000000	0.944947	0.000000	0.000000	0.944947	0.944947	0.944947	0.000000	0.000000	0.944947	0.944947	0.944947	0.944947	0.000000	0.000000	0.944947	6.319877	6.319877	0.999979	0.000000	0.000015	0.000000	0.000005	18.946146	
8355000	-687.162125	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	1.015158	15.743187	1.015158	1.015158	0.000000	1.015158	0.000000	0.000000	1.015158	1.015158	1.015158	0.000000	0.000000	1.015158	1.015158	0.000000	1.015158	0.000000	0.000000	0.000000	5.162771	5.162771	0.999990	0.000000	0.000008	0.000000	0.000002	20.444727	
8360000	-692.378955	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 1 	0.882897	15.374571	0.882897	0.882897	0.000000	0.882897	0.000000	0.000000	0.882897	0.882897	0.882897	0.000000	0.882897	0.000000	0.882897	0.882897	0.882897	0.000000	0.000000	0.882897	3.431890	3.431890	0.999985	0.000000	0.000005	0.000008	0.000002	24.129473	
8365000	-686.968075	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 Z 	0.873004	17.776946	0.873004	0.873004	0.000000	0.873004	0.000000	0.000000	0.873004	0.873004	0.873004	0.000000	0.000000	0.873004	0.873004	0.000000	0.873004	0.000000	0.000000	0.000000	5.415084	5.415084	0.999993	0.000000	0.000006	0.000000	0.000001	10.289486	
8370000	-689.917832	1	2	5	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z 1 1 1 	0.698324	21.540165	0.698324	0.698324	0.000000	0.698324	0.000000	0.000000	0.698324	0.698324	0.698324	0.000000	0.000000	0.698324	0.698324	0.698324	0.698324	0.000000	0.000000	0.698324	5.013440	5.013440	0.999996	0.000000	0.000003	0.000000	0.000001	37.039907	
8375000	-687.695245	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.977384	17.321210	0.977384	0.977384	0.000000	0.977384	0.000000	0.000000	0.977384	0.977384	0.977384	0.000000	0.977384	0.000000	0.977384	0.000000	0.977384	0.000000	0.000000	0.000000	4.715345	4.715345	0.999979	0.000000	0.000007	0.000013	0.000002	5.167595	
8380000	-689.022483	1	2	7	'1 0 1 1 Z 1 Z Z 1 Z 1 Z 1 Z 1 Z 	1.064647	21.315615	1.064647	1.064647	0.000000	1.064647	0.000000	0.000000	1.064647	0.000000	1.064647	0.000000	1.064647	0.000000	1.064647	0.000000	1.064647	0.000000	0.000000	0.000000	4.631168	4.631168	0.999980	0.000000	0.000007	0.000011	0.000001	13.540715	
8385000	-691.347332	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 1 	0.805425	9.615228	0.805425	0.805425	0.000000	0.805425	0.000000	0.000000	0.805425	0.805425	0.805425	0.000000	0.000000	0.000000	0.805425	0.805425	0.805425	0.000000	0.000000	0.805425	7.820739	7.820739	0.999971	0.000000	0.000022	0.000000	0.000007	3.836590	
8390000	-689.135331	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.883746	25.171703	0.883746	0.883746	0.000000	0.883746	0.000000	0.000000	0.883746	0.883746	0.883746	0.000000	0.883746	0.000000	0.883746	0.000000	0.883746	0.000000	0.000000	0.000000	3.934251	3.934251	0.999990	0.000000	0.000003	0.000006	0.000001	56.983862	
8395000	-687.157604	1	2	7	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 Z 	0.940649	19.880622	0.940649	0.940649	0.000000	0.940649	0.000000	0.000000	0.940649	0.940649	0.940649	0.000000	0.000000	0.000000	0.940649	0.000000	0.940649	0.000000	0.000000	0.000000	4.097322	4.097322	0.999995	0.000000	0.000004	0.000000	0.000001	59.343963	
8400000	-689.157973	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z Z Z 1 1 	0.732637	17.087296	0.732637	0.732637	0.000000	0.732637	0.000000	0.000000	0.732637	0.732637	0.732637	0.000000	0.000000	0.000000	0.732637	0.732637	0.732637	0.000000	0.000000	0.732637	4.225294	4.225294	0.999996	0.000000	0.000003	0.000000	0.000001	76.980321	
8405000	-689.991907	1	2	6	'1 0 1 1 Z 1 Z Z 1 Z 1 Z Z 1 1 1 	0.984461	23.286564	0.984461	0.984461	0.000000	0.984461	0.000000	0.000000	0.984461	0.000000	0.984461	0.000000	0.000000	0.984461	0.984461	0.984461	0.984461	0.000000	0.000000	0.984461	4.807555	4.807555	0.999993	0.000000	0.000005	0.000000	0.000002	60.915968	
8410000	-689.678462	1	2	6	'1 0 1 1 Z 1 Z Z 1 1 1 Z 1 Z 1 Z 	0.848114	10.298473	0.848114	0.848114	0.000000	0.848114	0.000000	0.000000	0.848114	0.848114	0.848114	0.000000	0.848114	0.000000	0.848114	0.000000	0.848114	0.000000	0.000000	0.000000	6.002928	6.002928	0.999954	0.000000	0.000016	0.000027	0.000003	83.330192	
