species_asw,family,order,eggs,larvae,DD,viviparity,paedomorphy,rep_mode,SSE_larva,SSE_adult,SSE_Tegg,SSE_Tlarv
Chiropterotriton_cieloensis,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Chiropterotriton_cracens,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Chiropterotriton_dimidiatus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Chiropterotriton_infernalis,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Chiropterotriton_lavae,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Chiropterotriton_magnipes,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Chiropterotriton_miquihuanus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Chiropterotriton_mosaueri,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Chiropterotriton_multidentatus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Chiropterotriton_nubilus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Chiropterotriton_orculus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Chiropterotriton_priscus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Chiropterotriton_terrestris,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Cryptotriton_alvarezdeltoroi,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Cryptotriton_monzoni,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Cryptotriton_nasalis,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Cryptotriton_necopinus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Cryptotriton_sierraminensis,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Cryptotriton_veraepacis,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Cryptotriton_xucaneborum,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Dendrotriton_bromeliacius,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Dendrotriton_chujorum,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Dendrotriton_cuchumatanus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Dendrotriton_kekchiorum,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Dendrotriton_megarhinus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Dendrotriton_rabbi,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Dendrotriton_sanctibarbarus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Dendrotriton_xolocalcae,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Desmognathus_abditus,Plethodontidae,Caudata,T,A,N,N,N,S,1,1,1,1
Desmognathus_aeneus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Desmognathus_apalachicolae,Plethodontidae,Caudata,T,A,N,N,N,S,1,1,1,1
Desmognathus_aureatus,Plethodontidae,Caudata,T,A,N,N,N,S,1,1,1,1
Desmognathus_auriculatus,Plethodontidae,Caudata,T,A,N,N,N,S,1,1,1,1
Desmognathus_brimleyorum,Plethodontidae,Caudata,T,A,N,N,N,S,1,1,1,1
Desmognathus_carolinensis,Plethodontidae,Caudata,T,A,N,N,N,S,1,1,1,1
Desmognathus_conanti,Plethodontidae,Caudata,T,A,N,N,N,S,1,1,1,1
Desmognathus_folkertsi,Plethodontidae,Caudata,T,A,N,N,N,S,1,1,1,1
Desmognathus_fuscus,Plethodontidae,Caudata,T,A,N,N,N,S,1,1,1,1
Desmognathus_imitator,Plethodontidae,Caudata,T,A,N,N,N,S,1,1,1,1
Desmognathus_marmoratus,Plethodontidae,Caudata,A,A,N,N,F,A,1,1,0,0
Desmognathus_melanius,Plethodontidae,Caudata,A,A,N,N,F,A,1,1,0,0
Desmognathus_monticola,Plethodontidae,Caudata,T,A,N,N,N,S,1,1,1,1
Desmognathus_ochrophaeus,Plethodontidae,Caudata,T,A,N,N,N,S,1,1,1,1
Desmognathus_ocoee,Plethodontidae,Caudata,T,A,N,N,N,S,1,1,1,1
Desmognathus_orestes,Plethodontidae,Caudata,T,A,N,N,N,S,1,1,1,1
Desmognathus_organi,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Desmognathus_planiceps,Plethodontidae,Caudata,T,A,N,N,N,S,1,1,1,1
Desmognathus_quadramaculatus,Plethodontidae,Caudata,A,A,N,N,N,A,1,1,0,0
Desmognathus_santeetlah,Plethodontidae,Caudata,T,A,N,N,N,S,1,1,1,1
Desmognathus_valentinei,Plethodontidae,Caudata,T,A,N,N,N,S,1,1,1,1
Desmognathus_welteri,Plethodontidae,Caudata,T,A,N,N,N,S,1,1,1,1
Desmognathus_wrighti,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Ensatina_eschscholtzii,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Eurycea_aquatica,Plethodontidae,Caudata,A,A,N,N,N,A,1,1,0,0
Eurycea_bislineata,Plethodontidae,Caudata,A,A,N,N,N,A,1,1,0,0
Eurycea_braggi,Plethodontidae,Caudata,A,A,N,N,F,A,1,1,0,0
Eurycea_chamberlaini,Plethodontidae,Caudata,A,A,N,N,N,A,1,1,0,0
Eurycea_chisholmensis,Plethodontidae,Caudata,A,A,N,N,O,P,1,0,0,0
Eurycea_cirrigera,Plethodontidae,Caudata,A,A,N,N,F,A,1,1,0,0
Eurycea_guttolineata,Plethodontidae,Caudata,A,A,N,N,N,A,1,1,0,0
Eurycea_hillisi,Plethodontidae,Caudata,A,A,N,N,N,A,1,1,0,0
Eurycea_junaluska,Plethodontidae,Caudata,A,A,N,N,N,A,1,1,0,0
Eurycea_latitans,Plethodontidae,Caudata,A,A,N,N,O,P,1,0,0,0
Eurycea_longicauda,Plethodontidae,Caudata,A,A,N,N,N,A,1,1,0,0
Eurycea_lucifuga,Plethodontidae,Caudata,A,A,N,N,N,A,1,1,0,0
Eurycea_multiplicata,Plethodontidae,Caudata,A,A,N,N,N,A,1,1,0,0
Eurycea_nana,Plethodontidae,Caudata,A,A,N,N,O,P,1,0,0,0
Eurycea_naufragia,Plethodontidae,Caudata,A,A,N,N,O,P,1,0,0,0
Eurycea_neotenes,Plethodontidae,Caudata,A,A,N,N,O,P,1,0,0,0
Eurycea_nerea,Plethodontidae,Caudata,A,A,N,N,F,A,1,1,0,0
Eurycea_paludicola,Plethodontidae,Caudata,A,A,N,N,N,A,1,1,0,0
Eurycea_pterophila,Plethodontidae,Caudata,A,A,N,N,O,P,1,0,0,0
Eurycea_quadridigitata,Plethodontidae,Caudata,A,A,N,N,N,A,1,1,0,0
Eurycea_rathbuni,Plethodontidae,Caudata,A,A,N,N,O,P,1,0,0,0
Eurycea_robusta,Plethodontidae,Caudata,A,A,N,N,O,P,1,0,0,0
Eurycea_sosorum,Plethodontidae,Caudata,A,A,N,N,O,P,1,0,0,0
Eurycea_spelaea,Plethodontidae,Caudata,A,A,N,N,N,A,1,1,0,0
Eurycea_sphagnicola,Plethodontidae,Caudata,A,A,N,N,N,A,1,1,0,0
Eurycea_subfluvicola,Plethodontidae,Caudata,A,A,N,N,O,P,1,0,0,0
Eurycea_tonkawae,Plethodontidae,Caudata,A,A,N,N,O,P,1,0,0,0
Eurycea_troglodytes,Plethodontidae,Caudata,A,A,N,N,O,P,1,0,0,0
Eurycea_tynerensis,Plethodontidae,Caudata,A,A,N,N,O,P,1,0,0,0
Eurycea_wallacei,Plethodontidae,Caudata,A,A,N,N,O,P,1,0,0,0
Eurycea_waterlooensis,Plethodontidae,Caudata,A,A,N,N,O,P,1,0,0,0
Eurycea_wilderae,Plethodontidae,Caudata,A,A,N,N,N,A,1,1,0,0
Gyrinophilus_gulolineatus,Plethodontidae,Caudata,A,A,N,N,O,P,1,0,0,0
Gyrinophilus_palleucus,Plethodontidae,Caudata,A,A,N,N,O,P,1,0,0,0
Gyrinophilus_porphyriticus,Plethodontidae,Caudata,A,A,N,N,N,A,1,1,0,0
Gyrinophilus_subterraneus,Plethodontidae,Caudata,A,A,N,N,N,A,1,1,0,0
Hemidactylium_scutatum,Plethodontidae,Caudata,T,A,N,N,N,S,1,1,1,1
Hydromantes_brunus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Hydromantes_platycephalus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Hydromantes_samweli,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Hydromantes_shastae,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Hydromantes_wintu,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Isthmura_bellii,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Isthmura_boneti,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Isthmura_corrugata,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Isthmura_gigantea,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Isthmura_maxima,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Isthmura_naucampatepetl,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Isthmura_sierraoccidentalis,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Ixalotriton_niger,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Ixalotriton_parvus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Karsenia_koreana,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Nototriton_abscondens,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Nototriton_barbouri,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Nototriton_brodiei,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Nototriton_costaricense,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Nototriton_gamezi,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Nototriton_guanacaste,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Nototriton_lignicola,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Nototriton_limnospectator,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Nototriton_major,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Nototriton_matama,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Nototriton_mime,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Nototriton_nelsoni,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Nototriton_oreadorum,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Nototriton_picadoi,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Nototriton_picucha,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Nototriton_richardi,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Nototriton_saslaya,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Nototriton_stuarti,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Nototriton_tapanti,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Nototriton_tomamorum,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Nyctanolis_pernix,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_alfaroi,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_alleni,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_altura,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_berlini,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_capitalina,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_carablanca,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_chortiorum,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_collaris,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_complex,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_cyclocauda,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_elongata,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_fortunensis,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_gephyra,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_gracilis,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_grandis,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_ignea,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_kasios,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_koehleri,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_leptopoda,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_maritima,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_motaguae,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_nica,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_nimaso,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_pacificensis,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_parvipes,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_paucidentata,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_petiola,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_poelzi,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_pseudouniformis,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_quadra,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_salvadorensis,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_savagei,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_stenopodia,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_stuarti,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_taylori,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_tomasi,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_tzutujilorum,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Oedipina_uniformis,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Parvimolge_townsendi,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Phaeognathus_hubrichti,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_albagula,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_amplus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_angusticlavius,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_asupak,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_aureolus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_caddoensis,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_chattahoochee,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_cheoah,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_chlorobryonis,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_cinereus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_cylindraceus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_dixi,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_dorsalis,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_dunni,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_electromorphus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_elongatus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_fourchensis,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_glutinosus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_grobmani,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_hoffmani,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_hubrichti,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_idahoensis,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_jacksoni,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_jordani,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_kentucki,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_kiamichi,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_kisatchie,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_larselli,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_meridianus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_metcalfi,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_mississippi,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_montanus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_neomexicanus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_nettingi,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_ocmulgee,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_ouachitae,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_pauleyi,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_petraeus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_punctatus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_richmondi,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_savannah,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_sequoyah,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_serratus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_shenandoah,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_sherando,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_shermani,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_stormi,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_teyahalee,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_vandykei,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_variolatus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_vehiculum,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_ventralis,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_virginia,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_websteri,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_wehrlei,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_welleri,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Plethodon_yonahlossee,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_ahuitzotl,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_altamontana,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_amuzga,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_anitae,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_aquatica,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_aurantia,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_brunnata,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_cochranae,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_conanti,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_exspectata,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_firscheini,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_gadovii,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_goebeli,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_juarezi,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_kuautli,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_leprosa,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_lineola,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_longicauda,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_lynchi,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_melanomolga,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_mixcoatl,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_mixteca,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_mystax,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_nigromaculata,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_obesa,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_orchileucos,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_orchimelas,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_papenfussi,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_rex,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_robertsi,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_ruficauda,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_saltator,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_smithi,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_tenchalli,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_teotepec,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_tlahcuiloh,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_tlilicxitl,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_unguidentis,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudoeurycea_werleri,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Pseudotriton_diastictus,Plethodontidae,Caudata,A,A,N,N,N,A,1,1,0,0
Pseudotriton_montanus,Plethodontidae,Caudata,A,A,N,N,N,A,1,1,0,0
Pseudotriton_ruber,Plethodontidae,Caudata,A,A,N,N,N,A,1,1,0,0
Speleomantes_ambrosii,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Speleomantes_flavus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Speleomantes_genei,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Speleomantes_imperialis,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Speleomantes_italicus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Speleomantes_sarrabusensis,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Speleomantes_strinatii,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Speleomantes_supramontis,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Stereochilus_marginatus,Plethodontidae,Caudata,A,A,N,N,N,A,1,1,0,0
Thorius_adelos,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_arboreus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_aureus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_boreas,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_dubitus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_grandis,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_hankeni,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_infernalis,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_insperatus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_longicaudus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_lunaris,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_macdougalli,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_magnipes,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_maxillabrochus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_minutissimus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_minydemus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_munificus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_narismagnus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_narisovalis,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_omiltemi,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_papaloae,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_pennatulus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_pinicola,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_pulmonaris,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_schmidti,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_smithi,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_spilogaster,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_tlaxiacus,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
Thorius_troglodytes,Plethodontidae,Caudata,T,N,Y,N,N,D,0,1,1,0
